TechCSV1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#separator;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#multiwellfile;;;;;;;;;;;;;;;;;;;;;;;;;;;;
yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#DatasetType;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ContinuFile;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#VariableType;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wellname;datasetname;Variable;Variable;Variable;Variable;;;;Variable;Variable;Variable;Variable;;;;;;;;;;;;;;;;
#VariableName;;m;ohm * m;gAPI;g / cm3;mc sec / m;mc sec / m;mc sec / m;mm;m3/m3;v/v;mD;;;;;;;;;;;;;;;;
wellName;datasetName;DEPTH;RESISTIVITY;GAMMA RAY;DENSITY LOG;SONIC LOG P-WAVE;SONIC LOG S- WAVE;SONIC LOG;CALIPER;NEUTRON LOG;TOTAL POROSITY ;TOTAL PERMEABILIITY;;;;;;;;;;;;;;;;
171;171;-2692,652121;6,6218;98,9197;2,5643;;;;0,2186;0,2559;0,1296;0,01;;;;;;;;;;;;;;;;
171;171;-2692,616825;6,6129;99,027;2,5633;;;;0,2185;0,2531;0,129;0,01;;;;;;;;;;;;;;;;
171;171;-2692,58153;6,5997;99,0328;2,5622;;;;0,2185;0,2479;0,1282;0,01;;;;;;;;;;;;;;;;
171;171;-2692,546234;6,6012;99,3308;2,5626;;;;0,2189;0,2468;0,1268;0,01;;;;;;;;;;;;;;;;
171;171;-2692,510938;6,5959;99,1725;2,5641;;;;0,2192;0,2432;0,1251;0,01;;;;;;;;;;;;;;;;
171;171;-2692,475643;6,5842;98,5874;2,5666;;;;0,2193;0,2374;0,1232;0,01;;;;;;;;;;;;;;;;
171;171;-2692,440347;6,5594;97,1349;2,5652;;;;0,219;0,2301;0,1211;0,01;;;;;;;;;;;;;;;;
171;171;-2692,405052;6,5391;96,0609;2,5644;;;;0,2187;0,2242;0,1193;0,01;;;;;;;;;;;;;;;;
171;171;-2692,369756;6,5239;95,4317;2,5645;;;;0,2184;0,2199;0,1178;0,01;;;;;;;;;;;;;;;;
171;171;-2692,33446;6,516;96,448;2,5612;;;;0,2186;0,2165;0,1167;0,01;;;;;;;;;;;;;;;;
171;171;-2692,299165;6,5125;97,9367;2,5586;;;;0,2187;0,2139;0,1158;0,01;;;;;;;;;;;;;;;;
171;171;-2692,263869;6,5147;99,9464;2,5574;;;;0,2185;0,2125;0,115;0,01;;;;;;;;;;;;;;;;
171;171;-2692,228574;6,5143;101,929;2,5606;;;;0,2185;0,2132;0,1142;0,01;;;;;;;;;;;;;;;;
171;171;-2692,193278;6,5117;103,3872;2,5615;;;;0,2189;0,2163;0,1143;0,01;;;;;;;;;;;;;;;;
171;171;-2692,157982;6,5059;103,9764;2,5579;;;;0,2201;0,2233;0,1157;0,01;;;;;;;;;;;;;;;;
171;171;-2692,122687;6,5116;103,1246;2,5591;;;;0,2203;0,2298;0,1179;0,01;;;;;;;;;;;;;;;;
171;171;-2692,087391;6,5147;102,268;2,5597;;;;0,2202;0,2348;0,1197;0,01;;;;;;;;;;;;;;;;
171;171;-2692,052096;6,5079;101,9384;2,5576;;;;0,2199;0,2367;0,1205;0,01;;;;;;;;;;;;;;;;
171;171;-2692,0168;6,5049;101,345;2,5639;;;;0,2197;0,2312;0,1186;0,01;;;;;;;;;;;;;;;;
171;171;-2691,981504;6,5133;101,8783;2,5701;;;;0,2197;0,2243;0,1158;0,01;;;;;;;;;;;;;;;;
171;171;-2691,946209;6,5491;105,5251;2,5705;;;;0,22;0,2184;0,1125;0,01;;;;;;;;;;;;;;;;
171;171;-2691,910913;6,617;105,8399;2,5701;;;;0,2205;0,2207;0,1122;0,01;;;;;;;;;;;;;;;;
171;171;-2691,875617;6,6876;106,1131;2,5685;;;;0,2209;0,228;0,1138;0,01;;;;;;;;;;;;;;;;
171;171;-2691,840322;6,7303;109,9632;2,5634;;;;0,2204;0,2437;0,1182;0,01;;;;;;;;;;;;;;;;
171;171;-2691,805026;6,7505;111,4134;2,5582;;;;0,2198;0,2534;0,1224;0,01;;;;;;;;;;;;;;;;
171;171;-2691,769731;6,7586;112,201;2,5543;;;;0,2193;0,2591;0,1257;0,01;;;;;;;;;;;;;;;;
171;171;-2691,734435;6,7558;114,6145;2,5571;;;;0,2193;0,2589;0,1258;0,01;;;;;;;;;;;;;;;;
171;171;-2691,699139;6,762;114,8311;2,5618;;;;0,2197;0,2526;0,1236;0,01;;;;;;;;;;;;;;;;
171;171;-2691,663844;6,773;114,1487;2,5672;;;;0,2203;0,2436;0,1202;0,01;;;;;;;;;;;;;;;;
171;171;-2691,628548;6,7844;115,1618;2,569;;;;0,2206;0,2378;0,1169;0,01;;;;;;;;;;;;;;;;
171;171;-2691,593253;6,7787;115,3053;2,5667;;;;0,2197;0,2333;0,1154;0,01;;;;;;;;;;;;;;;;
171;171;-2691,557957;6,7598;114,8945;2,5616;;;;0,2182;0,2298;0,115;0,01;;;;;;;;;;;;;;;;
171;171;-2691,522661;6,718;114,5488;2,5558;;;;0,2177;0,228;0,1162;0,01;;;;;;;;;;;;;;;;
171;171;-2691,487366;6,6945;112,9608;2,5539;;;;0,218;0,2299;0,1175;0,01;;;;;;;;;;;;;;;;
171;171;-2691,45207;6,6846;110,5384;2,5551;;;;0,2189;0,2346;0,1188;0,01;;;;;;;;;;;;;;;;
171;171;-2691,416775;6,6544;112,0086;2,5587;;;;0,2196;0,2338;0,1185;0,01;;;;;;;;;;;;;;;;
171;171;-2691,381479;6,6267;113,034;2,5627;;;;0,2193;0,2349;0,1179;0,01;;;;;;;;;;;;;;;;
171;171;-2691,346183;6,6014;113,6373;2,567;;;;0,2182;0,2379;0,1169;0,01;;;;;;;;;;;;;;;;
171;171;-2691,310888;6,5542;114,358;2,5638;;;;0,219;0,2354;0,1169;0,01;;;;;;;;;;;;;;;;
171;171;-2691,275592;6,5126;114,0388;2,5603;;;;0,2197;0,2328;0,1172;0,01;;;;;;;;;;;;;;;;
171;171;-2691,240297;6,4782;112,5198;2,5566;;;;0,2204;0,2302;0,1178;0,01;;;;;;;;;;;;;;;;
171;171;-2691,205001;6,4543;112,7464;2,5528;;;;0,2207;0,2287;0,1183;0,01;;;;;;;;;;;;;;;;
171;171;-2691,169705;6,4269;112,8684;2,5522;;;;0,2207;0,2279;0,1184;0,01;;;;;;;;;;;;;;;;
171;171;-2691,13441;6,3936;112,6862;2,5563;;;;0,2205;0,2281;0,1178;0,01;;;;;;;;;;;;;;;;
171;171;-2691,099114;6,369;112,3339;2,559;;;;0,2191;0,2245;0,1163;0,01;;;;;;;;;;;;;;;;
171;171;-2691,063819;6,3345;111,657;2,5612;;;;0,2182;0,222;0,1151;0,01;;;;;;;;;;;;;;;;
171;171;-2691,028523;6,2812;110,4551;2,5628;;;;0,2184;0,2219;0,1144;0,01;;;;;;;;;;;;;;;;
171;171;-2690,993227;6,2583;108,5341;2,5591;;;;0,2182;0,2193;0,1149;0,01;;;;;;;;;;;;;;;;
171;171;-2690,957932;6,2379;107,1275;2,556;;;;0,2181;0,2182;0,1156;0,01;;;;;;;;;;;;;;;;
171;171;-2690,922636;6,2108;107,0844;2,5565;;;;0,2181;0,2212;0,1166;0,01;;;;;;;;;;;;;;;;
171;171;-2690,88734;6,179;106,6361;2,5561;;;;0,2185;0,2233;0,1175;0,01;;;;;;;;;;;;;;;;
171;171;-2690,852045;6,1517;106,3304;2,5555;;;;0,2188;0,225;0,1184;0,01;;;;;;;;;;;;;;;;
171;171;-2690,816749;6,1396;106,6859;2,5551;;;;0,219;0,2261;0,1195;0,01;;;;;;;;;;;;;;;;
171;171;-2690,781454;6,1258;105,5569;2,5507;;;;0,219;0,2292;0,1213;0,01;;;;;;;;;;;;;;;;
171;171;-2690,746158;6,113;104,1977;2,5463;;;;0,2189;0,2319;0,1233;0,01;;;;;;;;;;;;;;;;
171;171;-2690,710862;6,1053;103,7897;2,5467;;;;0,219;0,2313;0,1249;0,01;;;;;;;;;;;;;;;;
171;171;-2690,675567;6,1034;103,4181;2,5476;;;;0,2195;0,2377;0,1263;0,01;;;;;;;;;;;;;;;;
171;171;-2690,640271;6,1015;103,0949;2,5486;;;;0,2201;0,2451;0,1276;0,01;;;;;;;;;;;;;;;;
171;171;-2690,604976;6,0892;102,9306;2,5491;;;;0,2203;0,2437;0,1287;0,01;;;;;;;;;;;;;;;;
171;171;-2690,56968;6,0621;102,9055;2,5457;;;;0,2202;0,2461;0,1301;0,01;;;;;;;;;;;;;;;;
171;171;-2690,534384;6,0308;103,2717;2,5405;;;;0,2201;0,2499;0,1315;0,01;;;;;;;;;;;;;;;;
171;171;-2690,499089;6,0251;105,7987;2,5371;;;;0,2204;0,2501;0,133;0,01;;;;;;;;;;;;;;;;
171;171;-2690,463793;6,0028;108,4034;2,5347;;;;0,2203;0,2549;0,1343;0,01;;;;;;;;;;;;;;;;
171;171;-2690,428498;5,9705;110,894;2,5335;;;;0,22;0,2621;0,1354;0,01;;;;;;;;;;;;;;;;
171;171;-2690,393202;5,9487;111,6084;2,5362;;;;0,2205;0,262;0,1359;0,01;;;;;;;;;;;;;;;;
171;171;-2690,357906;5,9353;111,4066;2,5377;;;;0,2209;0,2655;0,1367;0,01;;;;;;;;;;;;;;;;
171;171;-2690,322611;5,9279;110,5122;2,538;;;;0,2211;0,272;0,1377;0,01;;;;;;;;;;;;;;;;
171;171;-2690,287315;5,9064;110,6992;2,5351;;;;0,2206;0,2766;0,1402;0,01;;;;;;;;;;;;;;;;
171;171;-2690,25202;5,8874;111,409;2,531;;;;0,2202;0,2812;0,1428;0,01;;;;;;;;;;;;;;;;
171;171;-2690,216724;5,8708;112,6282;2,5256;;;;0,2198;0,286;0,1455;0,01;;;;;;;;;;;;;;;;
171;171;-2690,181428;5,8671;113,9916;2,5208;;;;0,2198;0,2912;0,148;0,01;;;;;;;;;;;;;;;;
171;171;-2690,146133;5,8703;115,3957;2,5178;;;;0,2196;0,2924;0,1495;0,01;;;;;;;;;;;;;;;;
171;171;-2690,110837;5,8813;116,8481;2,517;;;;0,2191;0,2886;0,1499;0,01;;;;;;;;;;;;;;;;
171;171;-2690,075542;5,9061;118,2898;2,5146;;;;0,2196;0,2897;0,1496;0,01;;;;;;;;;;;;;;;;
171;171;-2690,040246;5,9262;119,6178;2,5149;;;;0,2199;0,2886;0,149;0,01;;;;;;;;;;;;;;;;
171;171;-2690,00495;5,9383;120,7725;2,5192;;;;0,2199;0,284;0,1482;0,01;;;;;;;;;;;;;;;;
171;171;-2689,969655;5,9521;120,0664;2,5117;;;;0,2203;0,2861;0,1495;0,01;;;;;;;;;;;;;;;;
171;171;-2689,934359;5,9654;118,7049;2,5051;;;;0,2205;0,2905;0,1519;0,01;;;;;;;;;;;;;;;;
171;171;-2689,899063;5,9776;116,6153;2,5028;;;;0,2201;0,297;0,1559;0,01;;;;;;;;;;;;;;;;
171;171;-2689,863768;5,9994;115,1368;2,4961;;;;0,2205;0,3002;0,1598;0,01;;;;;;;;;;;;;;;;
171;171;-2689,828472;6,0194;114,2935;2,4927;;;;0,2206;0,3072;0,1634;0,01;;;;;;;;;;;;;;;;
171;171;-2689,793177;6,0317;114,5596;2,4985;;;;0,2201;0,3237;0,1667;0,01;;;;;;;;;;;;;;;;
171;171;-2689,757881;6,0448;115,7932;2,5012;;;;0,2204;0,3288;0,1681;0,01;;;;;;;;;;;;;;;;
171;171;-2689,722585;6,0646;117,219;2,5039;;;;0,2206;0,3293;0,1681;0,01;;;;;;;;;;;;;;;;
171;171;-2689,68729;6,1019;118,4858;2,5084;;;;0,2204;0,3252;0,1655;0,01;;;;;;;;;;;;;;;;
171;171;-2689,651994;6,1302;119,3885;2,5111;;;;0,2203;0,3155;0,1619;0,01;;;;;;;;;;;;;;;;
171;171;-2689,616699;6,155;120,092;2,5134;;;;0,2202;0,3077;0,1586;0,01;;;;;;;;;;;;;;;;
171;171;-2689,581403;6,1776;120,5301;2,5167;;;;0,2201;0,3135;0,1575;0,01;;;;;;;;;;;;;;;;
171;171;-2689,546107;6,1911;119,9947;2,5192;;;;0,2197;0,3245;0,1588;0,01;;;;;;;;;;;;;;;;
171;171;-2689,510812;6,2014;118,952;2,5212;;;;0,2192;0,3353;0,1611;0,01;;;;;;;;;;;;;;;;
171;171;-2689,475516;6,2161;117,5324;2,5226;;;;0,2186;0,3345;0,1621;0,01;;;;;;;;;;;;;;;;
171;171;-2689,440221;6,2259;117,0757;2,52;;;;0,2185;0,324;0,1603;0,01;;;;;;;;;;;;;;;;
171;171;-2689,404925;6,234;117,205;2,5165;;;;0,2185;0,3088;0,1568;0,01;;;;;;;;;;;;;;;;
171;171;-2689,369629;6,2496;117,7835;2,5219;;;;0,2178;0,2974;0,1518;0,01;;;;;;;;;;;;;;;;
171;171;-2689,334334;6,2578;119,2173;2,5246;;;;0,2178;0,2922;0,148;0,01;;;;;;;;;;;;;;;;
171;171;-2689,299038;6,2612;120,9659;2,5255;;;;0,2182;0,2911;0,1452;0,01;;;;;;;;;;;;;;;;
171;171;-2689,263743;6,266;119,7016;2,5274;;;;0,2184;0,2911;0,1446;0,01;;;;;;;;;;;;;;;;
171;171;-2689,228447;6,2691;119,6338;2,5269;;;;0,2185;0,2926;0,1448;0,01;;;;;;;;;;;;;;;;
171;171;-2689,193151;6,2707;120,4684;2,5245;;;;0,2184;0,2953;0,1456;0,01;;;;;;;;;;;;;;;;
171;171;-2689,157856;6,268;118,8215;2,5219;;;;0,2189;0,2969;0,1472;0,01;;;;;;;;;;;;;;;;
171;171;-2689,12256;6,2679;118,6024;2,5205;;;;0,2191;0,2995;0,1483;0,01;;;;;;;;;;;;;;;;
171;171;-2689,087265;6,2705;119,7871;2,52;;;;0,2191;0,3032;0,1489;0,01;;;;;;;;;;;;;;;;
171;171;-2689,051969;6,2627;119,7815;2,5229;;;;0,219;0,2928;0,1461;0,01;;;;;;;;;;;;;;;;
171;171;-2689,016673;6,2531;120,4035;2,5276;;;;0,2191;0,2818;0,142;0,01;;;;;;;;;;;;;;;;
171;171;-2688,981378;6,2415;121,8089;2,5343;;;;0,2195;0,2706;0,1365;0,01;;;;;;;;;;;;;;;;
171;171;-2688,946082;6,2363;122,7681;2,5418;;;;0,2194;0,267;0,1323;0,01;;;;;;;;;;;;;;;;
171;171;-2688,910786;6,2308;123,0955;2,5455;;;;0,2194;0,2666;0,1299;0,01;;;;;;;;;;;;;;;;
171;171;-2688,875491;6,2243;122,5527;2,5434;;;;0,2196;0,2699;0,1298;0,01;;;;;;;;;;;;;;;;
171;171;-2688,840195;6,2179;120,6495;2,5404;;;;0,2195;0,2705;0,1315;0,01;;;;;;;;;;;;;;;;
171;171;-2688,8049;6,2078;119,2496;2,5364;;;;0,2193;0,2699;0,1332;0,01;;;;;;;;;;;;;;;;
171;171;-2688,769604;6,1907;119,0735;2,531;;;;0,2191;0,2678;0,1345;0,01;;;;;;;;;;;;;;;;
171;171;-2688,734308;6,1684;118,3225;2,53;;;;0,2186;0,2659;0,1351;0,01;;;;;;;;;;;;;;;;
171;171;-2688,699013;6,1468;118,1139;2,529;;;;0,2185;0,265;0,1355;0,01;;;;;;;;;;;;;;;;
171;171;-2688,663717;6,1292;119,3541;2,5261;;;;0,2195;0,2664;0,1359;0,01;;;;;;;;;;;;;;;;
171;171;-2688,628422;6,1081;118,932;2,5283;;;;0,2191;0,2657;0,1359;0,01;;;;;;;;;;;;;;;;
171;171;-2688,593126;6,0779;118,9545;2,5315;;;;0,2187;0,2661;0,1358;0,01;;;;;;;;;;;;;;;;
171;171;-2688,55783;6,0251;121,4665;2,5334;;;;0,2194;0,2713;0,136;0,01;;;;;;;;;;;;;;;;
171;171;-2688,522535;5,9803;122,1521;2,5275;;;;0,2201;0,275;0,1382;0,01;;;;;;;;;;;;;;;;
171;171;-2688,487239;5,9404;122,386;2,5189;;;;0,2208;0,2791;0,1416;0,01;;;;;;;;;;;;;;;;
171;171;-2688,451944;5,9074;123,33;2,5104;;;;0,2209;0,287;0,1464;0,01;;;;;;;;;;;;;;;;
171;171;-2688,416648;5,8755;123,0034;2,5025;;;;0,2212;0,2933;0,151;0,01;;;;;;;;;;;;;;;;
171;171;-2688,381352;5,842;122,5548;2,4963;;;;0,2218;0,2984;0,1552;0,01;;;;;;;;;;;;;;;;
171;171;-2688,346057;5,7981;124,3023;2,497;;;;0,2225;0,3018;0,1574;0,01;;;;;;;;;;;;;;;;
171;171;-2688,310761;5,7575;125,2716;2,497;;;;0,2232;0,3044;0,1588;0,01;;;;;;;;;;;;;;;;
171;171;-2688,275466;5,7181;125,6595;2,4958;;;;0,2237;0,3064;0,1601;0,01;;;;;;;;;;;;;;;;
171;171;-2688,24017;5,6754;124,9253;2,4873;;;;0,2223;0,3077;0,1627;0,01;;;;;;;;;;;;;;;;
171;171;-2688,204874;5,6408;123,3841;2,486;;;;0,2204;0,3142;0,1654;0,01;;;;;;;;;;;;;;;;
171;171;-2688,169579;5,6123;121,3494;2,4892;;;;0,2184;0,3234;0,1682;0,01;;;;;;;;;;;;;;;;
171;171;-2688,134283;5,5922;120,0645;2,4899;;;;0,22;0,3219;0,1689;0,01;;;;;;;;;;;;;;;;
171;171;-2688,098988;5,5741;119,3207;2,4914;;;;0,2207;0,3178;0,1681;0,01;;;;;;;;;;;;;;;;
171;171;-2688,063692;5,5574;119,0554;2,4935;;;;0,2208;0,3115;0,1659;0,01;;;;;;;;;;;;;;;;
171;171;-2688,028396;5,5335;119,8841;2,4979;;;;0,2199;0,3017;0,162;0,01;;;;;;;;;;;;;;;;
171;171;-2687,993101;5,523;120,4282;2,5025;;;;0,2197;0,295;0,1582;0,01;;;;;;;;;;;;;;;;
171;171;-2687,957805;5,5261;120,6842;2,5073;;;;0,2204;0,2913;0,1546;0,01;;;;;;;;;;;;;;;;
171;171;-2687,922509;5,5121;119,5009;2,5147;;;;0,2218;0,2924;0,1528;0,01;;;;;;;;;;;;;;;;
171;171;-2687,887214;5,5072;117,7126;2,5154;;;;0,2221;0,2931;0,1524;0,01;;;;;;;;;;;;;;;;
171;171;-2687,851918;5,5137;115,2297;2,508;;;;0,2214;0,2932;0,1533;0,01;;;;;;;;;;;;;;;;
171;171;-2687,816623;5,5249;113,5653;2,5085;;;;0,2207;0,2925;0,1543;0,01;;;;;;;;;;;;;;;;
171;171;-2687,781327;5,5392;112,7899;2,51;;;;0,2203;0,2929;0,1547;0,01;;;;;;;;;;;;;;;;
171;171;-2687,746031;5,5574;113,2254;2,512;;;;0,2205;0,2949;0,1541;0,01;;;;;;;;;;;;;;;;
171;171;-2687,710736;5,5792;114,5778;2,5192;;;;0,2204;0,2922;0,1517;0,01;;;;;;;;;;;;;;;;
171;171;-2687,67544;5,6034;116,2113;2,525;;;;0,2202;0,2889;0,149;0,01;;;;;;;;;;;;;;;;
171;171;-2687,640145;5,6312;118,131;2,5268;;;;0,22;0,2857;0,1457;0,01;;;;;;;;;;;;;;;;
171;171;-2687,604849;5,6544;116,6608;2,5309;;;;0,2199;0,2772;0,1426;0,01;;;;;;;;;;;;;;;;
171;171;-2687,569553;5,676;115,3694;2,5348;;;;0,2198;0,2716;0,14;0,01;;;;;;;;;;;;;;;;
171;171;-2687,534258;5,6963;116,0242;2,5374;;;;0,2195;0,2753;0,1383;0,01;;;;;;;;;;;;;;;;
171;171;-2687,498962;5,7131;113,632;2,5432;;;;0,22;0,274;0,137;0,01;;;;;;;;;;;;;;;;
171;171;-2687,463667;5,7286;112,0587;2,5477;;;;0,2207;0,2719;0,1358;0,01;;;;;;;;;;;;;;;;
171;171;-2687,428371;5,7428;115,2241;2,546;;;;0,2214;0,2716;0,1348;0,01;;;;;;;;;;;;;;;;
171;171;-2687,393075;5,7578;115,3192;2,543;;;;0,221;0,2719;0,1352;0,01;;;;;;;;;;;;;;;;
171;171;-2687,35778;5,7718;114,9361;2,5396;;;;0,2205;0,2733;0,1364;0,01;;;;;;;;;;;;;;;;
171;171;-2687,322484;5,7809;116,8872;2,5359;;;;0,2211;0,278;0,1383;0,01;;;;;;;;;;;;;;;;
171;171;-2687,287189;5,7883;116,368;2,5323;;;;0,221;0,2798;0,14;0,01;;;;;;;;;;;;;;;;
171;171;-2687,251893;5,7968;114,6802;2,5297;;;;0,2205;0,2794;0,1411;0,01;;;;;;;;;;;;;;;;
171;171;-2687,216597;5,8146;112,7516;2,5328;;;;0,2196;0,2742;0,1405;0,01;;;;;;;;;;;;;;;;
171;171;-2687,181302;5,8251;110,1351;2,5382;;;;0,22;0,2707;0,1389;0,01;;;;;;;;;;;;;;;;
171;171;-2687,146006;5,8312;107,1734;2,5452;;;;0,221;0,2682;0,1366;0,01;;;;;;;;;;;;;;;;
171;171;-2687,110711;5,8349;104,5562;2,5536;;;;0,2203;0,265;0,134;0,01;;;;;;;;;;;;;;;;
171;171;-2687,075415;5,8272;103,0253;2,5628;;;;0,2194;0,2612;0,1308;0,01;;;;;;;;;;;;;;;;
171;171;-2687,040119;5,8136;102,1651;2,5721;;;;0,2185;0,2569;0,1273;0,01;;;;;;;;;;;;;;;;
171;171;-2687,004824;5,8268;100,3771;2,5744;;;;0,2191;0,2504;0,1242;0,01;;;;;;;;;;;;;;;;
171;171;-2686,969528;5,8391;99,2706;2,575;;;;0,22;0,246;0,1218;0,01;;;;;;;;;;;;;;;;
171;171;-2686,934232;5,8506;98,7379;2,5743;;;;0,221;0,2431;0,1201;0,01;;;;;;;;;;;;;;;;
171;171;-2686,898937;5,8632;98,4348;2,573;;;;0,2209;0,235;0,1181;0,01;;;;;;;;;;;;;;;;
171;171;-2686,863641;5,8801;99,5092;2,5734;;;;0,2211;0,2287;0,1158;0,01;;;;;;;;;;;;;;;;
171;171;-2686,828346;5,9014;101,9756;2,5756;;;;0,2216;0,2243;0,1131;0,01;;;;;;;;;;;;;;;;
171;171;-2686,79305;5,9276;105,0445;2,5781;;;;0,2218;0,2271;0,1126;0,01;;;;;;;;;;;;;;;;
171;171;-2686,757754;5,9557;107,7975;2,5734;;;;0,2214;0,2342;0,1147;0,01;;;;;;;;;;;;;;;;
171;171;-2686,722459;5,986;110,124;2,5601;;;;0,2204;0,2464;0,12;0,01;;;;;;;;;;;;;;;;
171;171;-2686,687163;5,9911;111,0851;2,5464;;;;0,2206;0,2637;0,1289;0,01;;;;;;;;;;;;;;;;
171;171;-2686,651868;5,9978;111,4084;2,5359;;;;0,2212;0,28;0,1375;0,01;;;;;;;;;;;;;;;;
171;171;-2686,616572;6,0098;110,9509;2,5301;;;;0,2224;0,2942;0,1451;0,01;;;;;;;;;;;;;;;;
171;171;-2686,581276;6,0177;110,6286;2,5337;;;;0,2215;0,3003;0,1486;0,01;;;;;;;;;;;;;;;;
171;171;-2686,545981;6,0232;110,6624;2,5359;;;;0,2206;0,3023;0,1502;0,01;;;;;;;;;;;;;;;;
171;171;-2686,510685;6,0253;111,3154;2,533;;;;0,2202;0,2984;0,1495;0,01;;;;;;;;;;;;;;;;
171;171;-2686,47539;6,0244;111,3395;2,5358;;;;0,2199;0,2903;0,1473;0,01;;;;;;;;;;;;;;;;
171;171;-2686,440094;6,0183;111,3263;2,5391;;;;0,2199;0,2856;0,1451;0,01;;;;;;;;;;;;;;;;
171;171;-2686,404798;6,0019;111,5268;2,5408;;;;0,2204;0,2907;0,1438;0,01;;;;;;;;;;;;;;;;
171;171;-2686,369503;5,9775;111,7836;2,5457;;;;0,2208;0,2889;0,1431;0,01;;;;;;;;;;;;;;;;
171;171;-2686,334207;5,9521;112,1115;2,547;;;;0,2211;0,2879;0,1431;0,01;;;;;;;;;;;;;;;;
171;171;-2686,298912;5,9304;112,5942;2,5355;;;;0,221;0,2946;0,1446;0,01;;;;;;;;;;;;;;;;
171;171;-2686,263616;5,9113;113,4141;2,5325;;;;0,2207;0,2897;0,1452;0,01;;;;;;;;;;;;;;;;
171;171;-2686,22832;5,8907;114,0848;2,5324;;;;0,2201;0,2828;0,1452;0,01;;;;;;;;;;;;;;;;
171;171;-2686,193025;5,8613;113,7084;2,5324;;;;0,2183;0,2846;0,1437;0,01;;;;;;;;;;;;;;;;
171;171;-2686,157729;5,8406;114,9782;2,5368;;;;0,2191;0,2798;0,1416;0,01;;;;;;;;;;;;;;;;
171;171;-2686,122433;5,8236;116,7671;2,5422;;;;0,2207;0,2742;0,1395;0,01;;;;;;;;;;;;;;;;
171;171;-2686,087138;5,8054;117,314;2,5432;;;;0,22;0,2802;0,1384;0,01;;;;;;;;;;;;;;;;
171;171;-2686,051842;5,7875;119,4971;2,5388;;;;0,2195;0,2811;0,1385;0,01;;;;;;;;;;;;;;;;
171;171;-2686,016547;5,7691;122,3874;2,5327;;;;0,2191;0,2791;0,139;0,01;;;;;;;;;;;;;;;;
171;171;-2685,981251;5,7459;123,5064;2,5387;;;;0,2191;0,2779;0,1376;0,01;;;;;;;;;;;;;;;;
171;171;-2685,945955;5,7252;124,2231;2,54;;;;0,2194;0,2712;0,1352;0,01;;;;;;;;;;;;;;;;
171;171;-2685,91066;5,7056;124,4491;2,5388;;;;0,2198;0,2611;0,1323;0,01;;;;;;;;;;;;;;;;
171;171;-2685,875364;5,6785;121,5594;2,5477;;;;0,2195;0,2581;0,1296;0,01;;;;;;;;;;;;;;;;
171;171;-2685,840069;5,6537;117,7838;2,5535;;;;0,219;0,2564;0,1279;0,01;;;;;;;;;;;;;;;;
171;171;-2685,804773;5,6311;113,272;2,5566;;;;0,2184;0,2558;0,127;0,01;;;;;;;;;;;;;;;;
171;171;-2685,769477;5,6171;110,8686;2,557;;;;0,2173;0,2566;0,1273;0,01;;;;;;;;;;;;;;;;
171;171;-2685,734182;5,6074;109,7794;2,559;;;;0,2172;0,2565;0,1273;0,01;;;;;;;;;;;;;;;;
171;171;-2685,698886;5,6021;110,0464;2,5628;;;;0,2182;0,2554;0,1267;0,01;;;;;;;;;;;;;;;;
171;171;-2685,663591;5,5971;112,1093;2,5617;;;;0,2189;0,2564;0,1263;0,01;;;;;;;;;;;;;;;;
171;171;-2685,628295;5,5902;114,3194;2,5596;;;;0,219;0,2577;0,1267;0,01;;;;;;;;;;;;;;;;
171;171;-2685,592999;5,581;116,6215;2,5564;;;;0,2184;0,2594;0,1281;0,01;;;;;;;;;;;;;;;;
171;171;-2685,557704;5,5695;117,0811;2,5422;;;;0,2184;0,2631;0,1312;0,01;;;;;;;;;;;;;;;;
171;171;-2685,522408;5,557;117,1447;2,534;;;;0,2187;0,262;0,133;0,01;;;;;;;;;;;;;;;;
171;171;-2685,487113;5,5434;116,8472;2,5368;;;;0,2195;0,2533;0,1328;0,01;;;;;;;;;;;;;;;;
171;171;-2685,451817;5,545;116,0675;2,5429;;;;0,2224;0,2434;0,129;0,01;;;;;;;;;;;;;;;;
171;171;-2685,416521;5,5499;115,7324;2,55;;;;0,2248;0,2387;0,1256;0,01;;;;;;;;;;;;;;;;
171;171;-2685,381226;5,5567;116,3588;2,5578;;;;0,2254;0,2439;0,1239;0,01;;;;;;;;;;;;;;;;
171;171;-2685,34593;5,5583;116,6384;2,547;;;;0,2246;0,2481;0,1263;0,01;;;;;;;;;;;;;;;;
171;171;-2685,310635;5,5604;116,9142;2,5364;;;;0,2241;0,2538;0,1299;0,01;;;;;;;;;;;;;;;;
171;171;-2685,275339;5,5664;117,3592;2,5356;;;;0,2247;0,2631;0,1341;0,01;;;;;;;;;;;;;;;;
171;171;-2685,240043;5,5907;118,076;2,5253;;;;0,2263;0,2591;0,1367;0,01;;;;;;;;;;;;;;;;
171;171;-2685,204748;5,6174;119,1999;2,5158;;;;0,2269;0,2548;0,1386;0,01;;;;;;;;;;;;;;;;
