TechCSV1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#separator;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#multiwellfile;;;;;;;;;;;;;;;;;;;;;;;;;;;;
yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#DatasetType;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ContinuFile;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#VariableType;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wellname;datasetname;Variable;Variable;Variable;Variable;;;;Variable;Variable;Variable;Variable;;;;;;;;;;;;;;;;
#VariableName;;m;ohm * m;gAPI;g / cm3;mc sec / m;mc sec / m;mc sec / m;mm;m3/m3;v/v;mD;;;;;;;;;;;;;;;;
wellName;datasetName;DEPTH;RESISTIVITY;GAMMA RAY;DENSITY LOG;SONIC LOG P-WAVE;SONIC LOG S- WAVE;SONIC LOG;CALIPER;NEUTRON LOG;TOTAL POROSITY ;TOTAL PERMEABILIITY;;;;;;;;;;;;;;;;
171;171;-2725,916722;17,5189;74,6183;2,3299;;;;0,2194;0,2274;0,2015;19,5916;;;;;;;;;;;;;;;;
171;171;-2725,901268;17,4606;73,7023;2,3371;;;;0,2196;0,2293;0,2003;17,3376;;;;;;;;;;;;;;;;
171;171;-2725,885815;17,4323;73,3575;2,3384;;;;0,2193;0,2247;0,1989;16,7642;;;;;;;;;;;;;;;;
171;171;-2725,870361;17,4026;73,3285;2,3388;;;;0,2189;0,2224;0,1978;16,4267;;;;;;;;;;;;;;;;
171;171;-2725,854907;17,3575;73,7489;2,3402;;;;0,2188;0,2276;0,1976;15,9049;;;;;;;;;;;;;;;;
171;171;-2725,839454;17,3862;73,8641;2,3404;;;;0,2188;0,2258;0,1975;15,5888;;;;;;;;;;;;;;;;
171;171;-2725,824;17,3883;73,9627;2,3401;;;;0,2187;0,2233;0,1972;15,8526;;;;;;;;;;;;;;;;
171;171;-2725,808546;17,2654;74,2328;2,3391;;;;0,2187;0,2237;0,1968;17,5468;;;;;;;;;;;;;;;;
171;171;-2725,793093;17,2056;73,889;2,3375;;;;0,2187;0,2189;0,1964;21,3389;;;;;;;;;;;;;;;;
171;171;-2725,777639;17,1503;73,2994;2,3347;;;;0,2187;0,2136;0,1963;26,5549;;;;;;;;;;;;;;;;
171;171;-2725,762185;17,0348;72,5923;2,3283;;;;0,2185;0,2127;0,1966;34,264;;;;;;;;;;;;;;;;
171;171;-2725,746732;16,9983;71,3867;2,3276;;;;0,2184;0,2105;0,1968;39,0145;;;;;;;;;;;;;;;;
171;171;-2725,731278;16,9943;70,3172;2,3303;;;;0,2184;0,2088;0,1966;40,8051;;;;;;;;;;;;;;;;
171;171;-2725,715824;16,9799;70,9249;2,3374;;;;0,2185;0,2123;0,1955;34,6039;;;;;;;;;;;;;;;;
171;171;-2725,700371;16,9055;71,6444;2,3397;;;;0,2184;0,2142;0,1949;29,2673;;;;;;;;;;;;;;;;
171;171;-2725,684917;16,8081;72,2963;2,3392;;;;0,2182;0,2153;0,1948;24,9488;;;;;;;;;;;;;;;;
171;171;-2725,669463;16,7772;72,0591;2,3385;;;;0,2183;0,2169;0,1955;24,49;;;;;;;;;;;;;;;;
171;171;-2725,65401;16,7196;72,0848;2,3358;;;;0,2186;0,2176;0,1963;24,4635;;;;;;;;;;;;;;;;
171;171;-2725,638556;16,648;72,3001;2,3326;;;;0,2191;0,218;0,1971;24,5018;;;;;;;;;;;;;;;;
171;171;-2725,623102;16,6227;72,6891;2,3385;;;;0,2195;0,2213;0,197;21,8889;;;;;;;;;;;;;;;;
171;171;-2725,607649;16,5961;74,0362;2,341;;;;0,2193;0,2213;0,1961;19,7726;;;;;;;;;;;;;;;;
171;171;-2725,592195;16,5681;76,1128;2,3409;;;;0,2186;0,2186;0,1947;18,1134;;;;;;;;;;;;;;;;
171;171;-2725,576741;16,5303;76,3492;2,3449;;;;0,2187;0,2165;0,193;18,2349;;;;;;;;;;;;;;;;
171;171;-2725,561287;16,4797;76,5252;2,3463;;;;0,2189;0,2153;0,192;17,9528;;;;;;;;;;;;;;;;
171;171;-2725,545834;16,4162;76,6422;2,3453;;;;0,2191;0,2149;0,1915;17,2735;;;;;;;;;;;;;;;;
171;171;-2725,53038;16,4611;76,9785;2,348;;;;0,2191;0,2229;0,1922;14,4323;;;;;;;;;;;;;;;;
171;171;-2725,514926;16,4423;79,1409;2,3489;;;;0,2191;0,2257;0,1922;12,3777;;;;;;;;;;;;;;;;
171;171;-2725,499473;16,3448;83,4581;2,3476;;;;0,2192;0,2223;0,1912;11,3191;;;;;;;;;;;;;;;;
171;171;-2725,484019;16,2591;84,1593;2,3523;;;;0,2195;0,2153;0,1882;12,3318;;;;;;;;;;;;;;;;
171;171;-2725,468565;16,2102;83,7297;2,3561;;;;0,2196;0,2103;0,1856;13,2373;;;;;;;;;;;;;;;;
171;171;-2725,453112;16,2139;82,0417;2,3583;;;;0,2197;0,2086;0,184;13,7667;;;;;;;;;;;;;;;;
171;171;-2725,437658;16,1766;77,0315;2,3603;;;;0,2198;0,2123;0,1848;12,9261;;;;;;;;;;;;;;;;
171;171;-2725,422204;16,1294;73,1545;2,3623;;;;0,2199;0,2163;0,1859;11,8675;;;;;;;;;;;;;;;;
171;171;-2725,406751;16,0737;72,0413;2,3644;;;;0,2198;0,2199;0,1869;10,7429;;;;;;;;;;;;;;;;
171;171;-2725,391297;16,0663;72,8152;2,3634;;;;0,2199;0,2127;0,186;12,1696;;;;;;;;;;;;;;;;
171;171;-2725,375843;16,0634;73,9916;2,3619;;;;0,2202;0,2053;0,1846;14,6191;;;;;;;;;;;;;;;;
171;171;-2725,36039;16,0491;75,2403;2,3606;;;;0,2207;0,2025;0,1834;18,2145;;;;;;;;;;;;;;;;
171;171;-2725,344936;16,0127;74,8679;2,3551;;;;0,2207;0,2037;0,1844;21,1871;;;;;;;;;;;;;;;;
171;171;-2725,329482;15,9637;74,9012;2,3487;;;;0,2204;0,2057;0,1862;23,9003;;;;;;;;;;;;;;;;
171;171;-2725,314029;15,8959;77,2822;2,3431;;;;0,2197;0,2073;0,1884;26,3628;;;;;;;;;;;;;;;;
171;171;-2725,298575;15,8561;79,4514;2,3389;;;;0,2195;0,2088;0,1898;28,3618;;;;;;;;;;;;;;;;
171;171;-2725,283121;15,835;81,4873;2,3355;;;;0,2195;0,2093;0,1907;30,43;;;;;;;;;;;;;;;;
171;171;-2725,267668;15,8463;83,272;2,3329;;;;0,2198;0,2058;0,191;33,3251;;;;;;;;;;;;;;;;
171;171;-2725,252214;15,8418;81,5931;2,3314;;;;0,2198;0,2083;0,1921;34,4954;;;;;;;;;;;;;;;;
171;171;-2725,23676;15,8205;78,5565;2,3307;;;;0,2196;0,2128;0,1935;34,4546;;;;;;;;;;;;;;;;
171;171;-2725,221307;15,7505;76,4652;2,331;;;;0,219;0,2136;0,1947;32,2024;;;;;;;;;;;;;;;;
171;171;-2725,205853;15,7366;75,971;2,336;;;;0,2187;0,2131;0,1941;29,2133;;;;;;;;;;;;;;;;
171;171;-2725,190399;15,7397;76,3978;2,3433;;;;0,2187;0,2117;0,1924;25,7883;;;;;;;;;;;;;;;;
171;171;-2725,174946;15,6391;77,0746;2,3491;;;;0,2192;0,21;0,1898;22,1041;;;;;;;;;;;;;;;;
171;171;-2725,159492;15,6155;77,7109;2,3522;;;;0,2193;0,2102;0,1882;19,1586;;;;;;;;;;;;;;;;
171;171;-2725,144038;15,6357;78,2843;2,3535;;;;0,2191;0,2118;0,1874;16,742;;;;;;;;;;;;;;;;
171;171;-2725,128584;15,5427;78,4354;2,3548;;;;0,2188;0,2163;0,1877;14,6769;;;;;;;;;;;;;;;;
171;171;-2725,113131;15,4876;78,2337;2,3552;;;;0,2186;0,2161;0,1876;13,7574;;;;;;;;;;;;;;;;
171;171;-2725,097677;15,4638;77,7544;2,3551;;;;0,2187;0,2121;0,187;13,7882;;;;;;;;;;;;;;;;
171;171;-2725,082223;15,4567;77,7859;2,3609;;;;0,2193;0,2095;0,185;14,0026;;;;;;;;;;;;;;;;
171;171;-2725,06677;15,4493;78,207;2,3646;;;;0,2199;0,2078;0,1831;13,5727;;;;;;;;;;;;;;;;
171;171;-2725,051316;15,4414;79,0195;2,3661;;;;0,2206;0,2072;0,1813;12,4966;;;;;;;;;;;;;;;;
171;171;-2725,035862;15,3862;79,7307;2,3717;;;;0,2212;0,2086;0,1798;10,5332;;;;;;;;;;;;;;;;
171;171;-2725,020409;15,3354;80,7142;2,3788;;;;0,2216;0,2102;0,1781;8,3545;;;;;;;;;;;;;;;;
171;171;-2725,004955;15,2912;82,0335;2,3875;;;;0,2217;0,2122;0,1762;5,9457;;;;;;;;;;;;;;;;
171;171;-2724,989501;15,2234;82,3648;2,3899;;;;0,2223;0,2165;0,1756;4,4951;;;;;;;;;;;;;;;;
171;171;-2724,974048;15,1831;83,4155;2,3916;;;;0,2228;0,221;0,1757;3,3952;;;;;;;;;;;;;;;;
171;171;-2724,958594;15,1865;85,6293;2,3929;;;;0,223;0,2256;0,1767;2,7051;;;;;;;;;;;;;;;;
171;171;-2724,94314;15,1186;85,2294;2,3879;;;;0,223;0,2295;0,1784;2,4917;;;;;;;;;;;;;;;;
171;171;-2724,927687;15,0537;84,7219;2,3847;;;;0,223;0,2312;0,1798;2,4133;;;;;;;;;;;;;;;;
171;171;-2724,912233;15,0123;84,6677;2,3862;;;;0,223;0,2292;0,1802;2,4619;;;;;;;;;;;;;;;;
171;171;-2724,896779;14,9946;85,446;2,3909;;;;0,2236;0,2281;0,1785;2,3003;;;;;;;;;;;;;;;;
171;171;-2724,881326;14,9773;86,8007;2,3965;;;;0,2241;0,2269;0,1762;2,048;;;;;;;;;;;;;;;;
171;171;-2724,865872;14,9502;89,0795;2,4029;;;;0,224;0,2253;0,1733;1,6869;;;;;;;;;;;;;;;;
171;171;-2724,850418;14,9337;90,6618;2,4102;;;;0,2256;0,2272;0,1708;1,3232;;;;;;;;;;;;;;;;
171;171;-2724,834965;14,9138;91,5895;2,4161;;;;0,2273;0,2293;0,1688;1,0197;;;;;;;;;;;;;;;;
171;171;-2724,819511;14,8765;91,2189;2,4173;;;;0,2279;0,2288;0,1675;0,8901;;;;;;;;;;;;;;;;
171;171;-2724,804057;14,8587;92,112;2,4183;;;;0,2275;0,2249;0,166;0,9291;;;;;;;;;;;;;;;;
171;171;-2724,788604;14,8482;93,1055;2,4187;;;;0,2267;0,2196;0,1645;1,043;;;;;;;;;;;;;;;;
171;171;-2724,77315;14,8383;92,7864;2,4168;;;;0,2259;0,214;0,163;1,2101;;;;;;;;;;;;;;;;
171;171;-2724,757696;14,8309;91,9442;2,4196;;;;0,225;0,2161;0,1625;1,1849;;;;;;;;;;;;;;;;
171;171;-2724,742243;14,8217;90,8504;2,4242;;;;0,2241;0,2214;0,1625;1,0494;;;;;;;;;;;;;;;;
171;171;-2724,726789;14,7986;89,7044;2,4278;;;;0,2237;0,2247;0,1628;0,7983;;;;;;;;;;;;;;;;
171;171;-2724,711335;14,797;89,0651;2,4336;;;;0,2233;0,2281;0,1624;0,6078;;;;;;;;;;;;;;;;
171;171;-2724,695881;14,8101;88,798;2,4401;;;;0,2229;0,2307;0,1617;0,4627;;;;;;;;;;;;;;;;
171;171;-2724,680428;14,8419;89,2046;2,4431;;;;0,2233;0,2285;0,1601;0,4023;;;;;;;;;;;;;;;;
171;171;-2724,664974;14,8472;89,4923;2,4452;;;;0,2237;0,2261;0,1587;0,3842;;;;;;;;;;;;;;;;
171;171;-2724,64952;14,836;89,6071;2,4464;;;;0,2241;0,2237;0,1574;0,3976;;;;;;;;;;;;;;;;
171;171;-2724,634067;14,8516;88,4955;2,445;;;;0,2242;0,222;0,1572;0,4455;;;;;;;;;;;;;;;;
171;171;-2724,618613;14,8813;87,6354;2,4421;;;;0,2245;0,2205;0,1577;0,5193;;;;;;;;;;;;;;;;
171;171;-2724,603159;14,9216;86,967;2,4377;;;;0,225;0,2191;0,1589;0,6154;;;;;;;;;;;;;;;;
171;171;-2724,587706;14,9106;85,1387;2,4307;;;;0,2258;0,2223;0,1619;0,7404;;;;;;;;;;;;;;;;
171;171;-2724,572252;14,9164;83,3324;2,4234;;;;0,2268;0,2256;0,1654;0,8693;;;;;;;;;;;;;;;;
171;171;-2724,556798;14,9394;81,5432;2,4156;;;;0,228;0,2288;0,1692;1,0024;;;;;;;;;;;;;;;;
171;171;-2724,541345;14,9882;80,0132;2,4145;;;;0,2278;0,2289;0,171;1,1052;;;;;;;;;;;;;;;;
171;171;-2724,525891;15,0272;78,4325;2,4159;;;;0,2273;0,2274;0,1715;1,1767;;;;;;;;;;;;;;;;
171;171;-2724,510437;15,0531;76,7711;2,4202;;;;0,2265;0,2243;0,1707;1,2108;;;;;;;;;;;;;;;;
171;171;-2724,494984;15,0908;76,7076;2,4222;;;;0,2268;0,2224;0,1691;1,2349;;;;;;;;;;;;;;;;
171;171;-2724,47953;15,114;76,9099;2,4238;;;;0,2269;0,2196;0,1675;1,2814;;;;;;;;;;;;;;;;
171;171;-2724,464076;15,1144;77,315;2,4253;;;;0,2268;0,2151;0,1661;1,3629;;;;;;;;;;;;;;;;
171;171;-2724,448623;15,1727;77,087;2,4235;;;;0,226;0,216;0,1659;1,4133;;;;;;;;;;;;;;;;
171;171;-2724,433169;15,2177;77,6316;2,4225;;;;0,2251;0,2177;0,166;1,4077;;;;;;;;;;;;;;;;
171;171;-2724,417715;15,2224;79,7551;2,4236;;;;0,2244;0,2197;0,1664;1,3072;;;;;;;;;;;;;;;;
171;171;-2724,402262;15,2294;79,7436;2,4228;;;;0,2242;0,2215;0,1668;1,2153;;;;;;;;;;;;;;;;
171;171;-2724,386808;15,2262;79,9141;2,4224;;;;0,224;0,2227;0,1668;1,1354;;;;;;;;;;;;;;;;
171;171;-2724,371354;15,1986;81,516;2,4237;;;;0,2238;0,2227;0,1661;1,0792;;;;;;;;;;;;;;;;
171;171;-2724,355901;15,2051;81,9883;2,4306;;;;0,2236;0,2174;0,1636;1,0012;;;;;;;;;;;;;;;;
171;171;-2724,340447;15,2164;82,1308;2,4382;;;;0,2237;0,2137;0,1609;0,8931;;;;;;;;;;;;;;;;
171;171;-2724,324993;15,2136;82,2514;2,4431;;;;0,2246;0,2194;0,1594;0,7145;;;;;;;;;;;;;;;;
171;171;-2724,30954;15,2209;81,9129;2,4441;;;;0,2247;0,2247;0,1602;0,5714;;;;;;;;;;;;;;;;
171;171;-2724,294086;15,2151;81,3862;2,4423;;;;0,2245;0,2303;0,1623;0,4643;;;;;;;;;;;;;;;;
171;171;-2724,278632;15,1445;80,7794;2,4348;;;;0,2245;0,2368;0,1655;0,4449;;;;;;;;;;;;;;;;
171;171;-2724,263178;15,1309;80,4035;2,4323;;;;0,2247;0,2369;0,1673;0,4482;;;;;;;;;;;;;;;;
171;171;-2724,247725;15,134;80,2521;2,4334;;;;0,2249;0,2347;0,168;0,4521;;;;;;;;;;;;;;;;
171;171;-2724,232271;15,0868;80,724;2,4412;;;;0,2247;0,2354;0,1664;0,4046;;;;;;;;;;;;;;;;
171;171;-2724,216817;15,0827;80,7566;2,4446;;;;0,2248;0,2365;0,1649;0,3506;;;;;;;;;;;;;;;;
171;171;-2724,201364;15,0972;80,6824;2,4462;;;;0,225;0,2373;0,1634;0,2976;;;;;;;;;;;;;;;;
171;171;-2724,18591;15,0628;81,7435;2,4546;;;;0,224;0,2333;0,1607;0,2819;;;;;;;;;;;;;;;;
171;171;-2724,170456;15,0299;82,339;2,458;;;;0,2233;0,2242;0,157;0,2992;;;;;;;;;;;;;;;;
171;171;-2724,155003;15,0014;82,6612;2,4583;;;;0,2229;0,2124;0,1528;0,3366;;;;;;;;;;;;;;;;
171;171;-2724,139549;15,0184;83,7409;2,4663;;;;0,2235;0,2135;0,15;0,3291;;;;;;;;;;;;;;;;
171;171;-2724,124095;15,0057;85,1828;2,4702;;;;0,2236;0,2172;0,1485;0,2815;;;;;;;;;;;;;;;;
171;171;-2724,108642;14,9682;86,9171;2,4706;;;;0,2235;0,2231;0,1483;0,2002;;;;;;;;;;;;;;;;
171;171;-2724,093188;14,958;88,2353;2,4771;;;;0,2231;0,2309;0,1485;0,1407;;;;;;;;;;;;;;;;
171;171;-2724,077734;14,9538;90,0311;2,4823;;;;0,2228;0,2338;0,1478;0,0982;;;;;;;;;;;;;;;;
171;171;-2724,062281;14,9556;92,3123;2,4863;;;;0,2225;0,2315;0,1462;0,0735;;;;;;;;;;;;;;;;
171;171;-2724,046827;14,932;91,698;2,4907;;;;0,2222;0,2306;0,1443;0,064;;;;;;;;;;;;;;;;
171;171;-2724,031373;14,9305;91,8999;2,495;;;;0,2222;0,2325;0,1427;0,0537;;;;;;;;;;;;;;;;
171;171;-2724,01592;14,9579;93,2464;2,4989;;;;0,2225;0,2377;0,1415;0,0418;;;;;;;;;;;;;;;;
171;171;-2724,000466;14,9613;92,9672;2,5081;;;;0,2231;0,2313;0,1387;0,0341;;;;;;;;;;;;;;;;
171;171;-2723,985012;14,9551;93,3807;2,5147;;;;0,2237;0,2284;0,1361;0,0278;;;;;;;;;;;;;;;;
171;171;-2723,969559;14,9375;95,0703;2,5168;;;;0,2243;0,2323;0,1341;0,023;;;;;;;;;;;;;;;;
171;171;-2723,954105;14,9466;94,5847;2,5196;;;;0,2248;0,2339;0,134;0,0193;;;;;;;;;;;;;;;;
171;171;-2723,938651;14,9624;94,3068;2,5217;;;;0,2249;0,2376;0,1345;0,0162;;;;;;;;;;;;;;;;
171;171;-2723,923198;14,9836;95,0163;2,5221;;;;0,2243;0,2458;0,1357;0,014;;;;;;;;;;;;;;;;
171;171;-2723,907744;14,9823;97,0751;2,5295;;;;0,224;0,2528;0,1361;0,0116;;;;;;;;;;;;;;;;
171;171;-2723,89229;14,9771;99,2209;2,5362;;;;0,2238;0,2577;0,1359;0,01;;;;;;;;;;;;;;;;
171;171;-2723,876837;14,9742;100,8734;2,5382;;;;0,2233;0,2582;0,1349;0,01;;;;;;;;;;;;;;;;
171;171;-2723,861383;14,9548;99,9183;2,5412;;;;0,2231;0,26;0,1343;0,01;;;;;;;;;;;;;;;;
171;171;-2723,845929;14,9442;98,3952;2,5433;;;;0,2228;0,2589;0,1334;0,01;;;;;;;;;;;;;;;;
171;171;-2723,830475;14,9737;97,4318;2,542;;;;0,2224;0,248;0,1318;0,01;;;;;;;;;;;;;;;;
171;171;-2723,815022;14,9886;97,2881;2,5454;;;;0,222;0,2458;0,1299;0,01;;;;;;;;;;;;;;;;
171;171;-2723,799568;14,9895;98,1922;2,549;;;;0,2217;0,2469;0,1282;0,01;;;;;;;;;;;;;;;;
171;171;-2723,784114;14,9566;101,9888;2,5465;;;;0,2217;0,2481;0,1272;0,01;;;;;;;;;;;;;;;;
171;171;-2723,768661;14,9681;103,0057;2,5502;;;;0,2219;0,248;0,1261;0,01;;;;;;;;;;;;;;;;
171;171;-2723,753207;14,9979;102,7935;2,5552;;;;0,222;0,2476;0,1252;0,01;;;;;;;;;;;;;;;;
171;171;-2723,737753;15,0138;103,0539;2,5528;;;;0,2217;0,2488;0,1252;0,01;;;;;;;;;;;;;;;;
171;171;-2723,7223;15,0313;102,598;2,5523;;;;0,222;0,2528;0,1265;0,01;;;;;;;;;;;;;;;;
171;171;-2723,706846;15,0516;101,8079;2,5524;;;;0,2225;0,2586;0,1287;0,01;;;;;;;;;;;;;;;;
171;171;-2723,691392;15,0887;101,7055;2,5477;;;;0,2225;0,2665;0,1317;0,01;;;;;;;;;;;;;;;;
171;171;-2723,675939;15,1003;101,2579;2,5472;;;;0,2223;0,2682;0,1334;0,01;;;;;;;;;;;;;;;;
171;171;-2723,660485;15,0957;100,5147;2,5493;;;;0,2221;0,2653;0,1341;0,01;;;;;;;;;;;;;;;;
171;171;-2723,645031;15,1198;99,0573;2,5479;;;;0,2217;0,2608;0,133;0,01;;;;;;;;;;;;;;;;
171;171;-2723,629578;15,1562;97,8383;2,5465;;;;0,2217;0,2559;0,132;0,01;;;;;;;;;;;;;;;;
171;171;-2723,614124;15,2035;96,8316;2,5452;;;;0,2219;0,2506;0,1309;0,01;;;;;;;;;;;;;;;;
171;171;-2723,59867;15,2781;96,5617;2,5444;;;;0,2215;0,2449;0,1295;0,01;;;;;;;;;;;;;;;;
171;171;-2723,583217;15,3465;95,5564;2,5478;;;;0,2213;0,2438;0,1284;0,01;;;;;;;;;;;;;;;;
171;171;-2723,567763;15,4076;93,7872;2,5556;;;;0,2211;0,2477;0,1275;0,01;;;;;;;;;;;;;;;;
171;171;-2723,552309;15,4488;93,3655;2,557;;;;0,2219;0,2463;0,1276;0,01;;;;;;;;;;;;;;;;
171;171;-2723,536856;15,4898;92,6657;2,5567;;;;0,2225;0,2509;0,1289;0,01;;;;;;;;;;;;;;;;
171;171;-2723,521402;15,5315;91,5508;2,5547;;;;0,2226;0,2632;0,1317;0,01;;;;;;;;;;;;;;;;
171;171;-2723,505948;15,5894;90,3818;2,5489;;;;0,2228;0,2593;0,1343;0,0101;;;;;;;;;;;;;;;;
171;171;-2723,490495;15,6496;89,6037;2,5436;;;;0,223;0,2572;0,1364;0,0106;;;;;;;;;;;;;;;;
171;171;-2723,475041;15,7117;89,433;2,5394;;;;0,2233;0,2602;0,1377;0,0117;;;;;;;;;;;;;;;;
171;171;-2723,459587;15,7026;88,3079;2,5347;;;;0,2228;0,2542;0,1383;0,0142;;;;;;;;;;;;;;;;
171;171;-2723,444133;15,7133;87,8378;2,5304;;;;0,2225;0,2485;0,1385;0,0168;;;;;;;;;;;;;;;;
171;171;-2723,42868;15,7827;88,891;2,5268;;;;0,2225;0,2461;0,1381;0,0192;;;;;;;;;;;;;;;;
171;171;-2723,413226;15,7981;88,8585;2,5256;;;;0,2226;0,2444;0,1376;0,0207;;;;;;;;;;;;;;;;
171;171;-2723,397772;15,7927;88,3848;2,5249;;;;0,2227;0,2417;0,1371;0,0224;;;;;;;;;;;;;;;;
171;171;-2723,382319;15,7663;87,426;2,5239;;;;0,2224;0,2363;0,1363;0,0254;;;;;;;;;;;;;;;;
171;171;-2723,366865;15,7577;86,297;2,5246;;;;0,2218;0,2343;0,1355;0,0285;;;;;;;;;;;;;;;;
171;171;-2723,351411;15,7718;85,6221;2,525;;;;0,2212;0,2325;0,1346;0,031;;;;;;;;;;;;;;;;
171;171;-2723,335958;15,8388;86,4828;2,5232;;;;0,2213;0,2284;0,1336;0,0316;;;;;;;;;;;;;;;;
171;171;-2723,320504;15,8592;87,8435;2,5248;;;;0,2212;0,2274;0,1325;0,0295;;;;;;;;;;;;;;;;
171;171;-2723,30505;15,855;89,2668;2,5266;;;;0,2216;0,2275;0,1314;0,0267;;;;;;;;;;;;;;;;
171;171;-2723,289597;15,8236;90,1614;2,5238;;;;0,2232;0,2277;0,131;0,0248;;;;;;;;;;;;;;;;
171;171;-2723,274143;15,8151;89,2528;2,5245;;;;0,2241;0,2261;0,1309;0,0254;;;;;;;;;;;;;;;;
171;171;-2723,258689;15,8148;87,6134;2,5263;;;;0,2247;0,2247;0,1311;0,0274;;;;;;;;;;;;;;;;
171;171;-2723,243236;15,7991;86,702;2,5257;;;;0,2254;0,2288;0,132;0,031;;;;;;;;;;;;;;;;
171;171;-2723,227782;15,8059;85,3946;2,5203;;;;0,226;0,2281;0,1339;0,0368;;;;;;;;;;;;;;;;
171;171;-2723,212328;15,8188;84,1273;2,5124;;;;0,2264;0,226;0,1363;0,0436;;;;;;;;;;;;;;;;
171;171;-2723,196875;15,7708;85,1883;2,5095;;;;0,2258;0,2362;0,1399;0,0479;;;;;;;;;;;;;;;;
171;171;-2723,181421;15,6972;85,5751;2,5005;;;;0,2258;0,2422;0,1442;0,0512;;;;;;;;;;;;;;;;
171;171;-2723,165967;15,6047;85,538;2,4878;;;;0,2263;0,2456;0,1491;0,0534;;;;;;;;;;;;;;;;
171;171;-2723,150514;15,5082;86,5857;2,4877;;;;0,2261;0,2575;0,1531;0,0529;;;;;;;;;;;;;;;;
171;171;-2723,13506;15,4362;86,2949;2,4871;;;;0,2266;0,26;0,1551;0,0528;;;;;;;;;;;;;;;;
171;171;-2723,119606;15,3851;84,8418;2,4862;;;;0,228;0,2542;0,1553;0,053;;;;;;;;;;;;;;;;
171;171;-2723,104153;15,3309;85,3332;2,4955;;;;0,2289;0,2493;0,1518;0,0532;;;;;;;;;;;;;;;;
171;171;-2723,088699;15,2395;85,6765;2,502;;;;0,2286;0,2424;0,1478;0,0524;;;;;;;;;;;;;;;;
171;171;-2723,073245;15,1081;85,8625;2,5055;;;;0,2267;0,2334;0,1436;0,0504;;;;;;;;;;;;;;;;
171;171;-2723,057792;14,986;85,9069;2,5042;;;;0,2262;0,2309;0,1415;0,0512;;;;;;;;;;;;;;;;
171;171;-2723,042338;14,8836;86,4194;2,5053;;;;0,226;0,2305;0,14;0,0496;;;;;;;;;;;;;;;;
171;171;-2723,026884;14,8075;87,5404;2,5094;;;;0,226;0,2323;0,1392;0,0444;;;;;;;;;;;;;;;;
171;171;-2723,01143;14,7501;88,6923;2,5118;;;;0,224;0,233;0,1384;0,0366;;;;;;;;;;;;;;;;
171;171;-2722,995977;14,6905;90,159;2,5168;;;;0,2228;0,2378;0,1379;0,0283;;;;;;;;;;;;;;;;
171;171;-2722,980523;14,6251;92,1094;2,5261;;;;0,2231;0,2491;0,1377;0,0196;;;;;;;;;;;;;;;;
171;171;-2722,965069;14,5579;93,0129;2,5273;;;;0,2235;0,2496;0,1373;0,0152;;;;;;;;;;;;;;;;
171;171;-2722,949616;14,4909;93,2294;2,5292;;;;0,2237;0,2481;0,1364;0,0128;;;;;;;;;;;;;;;;
171;171;-2722,934162;14,424;92,4409;2,5348;;;;0,2238;0,2461;0,1347;0,0126;;;;;;;;;;;;;;;;
171;171;-2722,918708;14,3647;91,703;2,5343;;;;0,224;0,2378;0,1331;0,0141;;;;;;;;;;;;;;;;
171;171;-2722,903255;14,3122;90,7704;2,5313;;;;0,2242;0,2329;0,1325;0,0163;;;;;;;;;;;;;;;;
171;171;-2722,887801;14,2713;89,3297;2,5257;;;;0,2245;0,2396;0,1344;0,0195;;;;;;;;;;;;;;;;
171;171;-2722,872347;14,2562;89,4964;2,5209;;;;0,2246;0,2456;0,1379;0,021;;;;;;;;;;;;;;;;
171;171;-2722,856894;14,25;90,108;2,5164;;;;0,2245;0,251;0,1414;0,0217;;;;;;;;;;;;;;;;
171;171;-2722,839946;14,2469;90,5974;2,5121;;;;0,2243;0,2553;0,1439;0,0212;;;;;;;;;;;;;;;;
171;171;-2722,822624;14,2608;91,5341;2,5131;;;;0,224;0,2561;0,1448;0,0199;;;;;;;;;;;;;;;;
171;171;-2722,805302;14,2859;92,5077;2,5152;;;;0,2237;0,2557;0,145;0,0184;;;;;;;;;;;;;;;;
171;171;-2722,78798;14,3296;92,9037;2,5126;;;;0,2235;0,2556;0,1449;0,0175;;;;;;;;;;;;;;;;
171;171;-2722,770659;14,3743;92,9732;2,5117;;;;0,2232;0,2584;0,1454;0,0171;;;;;;;;;;;;;;;;
171;171;-2722,753337;14,4254;92,9193;2,5113;;;;0,2229;0,2614;0,1462;0,0171;;;;;;;;;;;;;;;;
171;171;-2722,736015;14,5089;93,0722;2,5103;;;;0,2226;0,257;0,1459;0,0178;;;;;;;;;;;;;;;;
171;171;-2722,718693;14,5843;91,9579;2,5108;;;;0,2227;0,2525;0,145;0,0197;;;;;;;;;;;;;;;;
171;171;-2722,701371;14,6567;90,1874;2,5122;;;;0,223;0,2483;0,1437;0,0222;;;;;;;;;;;;;;;;
171;171;-2722,68405;14,7515;89,3335;2,5144;;;;0,2237;0,2477;0,1427;0,024;;;;;;;;;;;;;;;;
