TechCSV1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#separator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#multiwellfile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#DatasetType;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ContinuFile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#VariableType;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wellname;datasetname;Variable;Variable;Variable;Variable;;;;Variable;Variable;Variable;Variable;;;;;;;;;;;;;;;;;;
#VariableName;;m;ohm * m;gAPI;g / cm3;mc sec / m;mc sec / m;mc sec / m;mm;m3/m3;v/v;mD;;;;;;;;;;;;;;;;;;
wellName;datasetName;DEPTH;RESISTIVITY;GAMMA RAY;DENSITY LOG;SONIC LOG P-WAVE;SONIC LOG S- WAVE;SONIC LOG;CALIPER;NEUTRON LOG;TOTAL POROSITY ;TOTAL PERMEABILIITY;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1820,833701;2,3716;50,1644;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1820,737472;2,3555;49,5258;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1820,641243;2,3555;48,6916;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1820,545014;2,3588;47,8574;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1820,448785;2,3647;47,0322;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1820,352556;2,3647;46,7541;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1820,256327;2,3903;46,4761;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1820,160098;2,4423;46,198;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1820,063868;2,4439;48,4097;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1819,967639;2,4452;50,0246;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1819,87141;2,448;50,7902;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1819,775181;2,4483;52,3853;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1819,678952;2,4483;54,0536;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1819,582723;2,4483;55,7219;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1819,486494;2,4727;55,2081;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1819,390265;2,491;53,4283;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1819,294036;2,491;49,8853;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1819,197807;2,4552;45,9964;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1819,101578;2,4248;43,5982;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1819,005349;2,4248;44,8495;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1818,90912;2,4553;46,1003;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1818,812891;2,4847;47,0366;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1818,716662;2,4847;47,0366;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1818,620432;2,4906;47,0366;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1818,524203;2,4971;47,2068;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1818,427974;2,4971;48,041;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1818,331745;2,5353;48,8751;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1818,235516;2,5827;49,7093;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1818,139287;2,5827;50,5434;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1818,043058;2,6158;51,3776;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1817,946829;2,6626;51,9842;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1817,8506;2,6626;50,7353;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1817,754371;2,6271;49,4841;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1817,658142;2,57;48,2412;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1817,561913;2,57;47,1289;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1817,465684;2,5482;46,0167;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1817,369455;2,5081;44,9045;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1817,273226;2,5081;43,7923;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1817,176997;2,5225;43,8335;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1817,080767;2,5521;45,0847;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1816,984538;2,5531;46,3355;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1816,888309;2,5531;47,2202;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1816,79208;2,5531;47,6372;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1816,695851;2,6111;48,0543;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1816,599622;2,6497;47,9809;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1816,503393;2,6497;47,1467;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1816,407164;2,7001;46,3126;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1816,310935;2,7382;45,7654;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1816,214706;2,7382;45,7654;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1816,118477;2,7382;45,7654;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1816,022248;2,7437;45,2702;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1815,926019;2,7624;43,6032;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1815,82979;2,7;41,9349;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1815,733561;2,6351;40,6803;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1815,637331;2,6351;40,6803;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1815,541102;2,6016;41,0832;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1815,444873;2,5553;41,6391;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1815,348644;2,509;42,1952;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1815,252415;2,494;42,7513;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1815,156186;2,4938;43,3496;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1815,059957;2,4922;44,1838;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1814,963728;2,4916;45,018;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1814,867499;2,4916;45,7075;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1814,77127;2,4916;45,1514;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1814,675041;2,4343;44,5953;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1814,578812;2,3411;44,0392;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1814,482583;2,3411;43,4831;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1814,386354;2,3207;42,7791;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1814,290125;2,2827;41,9449;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1814,193896;2,2827;41,1108;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1814,097666;2,2801;40,2766;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1814,001437;2,2749;39,4424;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1813,905208;2,2697;40,2099;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1813,808979;2,2668;40,8622;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1813,71275;2,2668;41,2793;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1813,616521;2,261;41,6966;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1813,520292;2,2547;42,3831;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1813,424063;2,2484;43,4953;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1813,327834;2,2476;44,6076;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1813,231605;2,2518;45,7198;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1813,135376;2,2644;46,8314;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1813,039147;2,2667;47,4904;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1812,942918;2,2713;48,0465;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1812,846689;2,2873;48,6026;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1812,75046;2,291;49,1587;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1812,65423;2,2891;49,3743;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1812,558001;2,2815;48,5415;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1812,461772;2,2793;47,7073;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1812,365543;2,2874;47,0366;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1812,269314;2,3287;47,0366;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1812,173085;2,3422;47,0367;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1812,076856;2,3516;47,1189;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1811,980627;2,4154;47,675;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1811,884398;2,4394;48,2312;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1811,788169;2,4452;48,7873;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1811,69194;2,5038;49,3432;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1811,595711;2,5287;49,7393;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1811,499482;2,5347;50,0174;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1811,403253;2,6502;50,2954;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1811,307024;2,7601;50,5735;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1811,210795;2,8652;50,8588;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1811,114565;3,0067;52,5254;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1811,018336;3,1369;54,1937;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1810,922107;3,2548;55,8621;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1810,825878;3,2258;56,3342;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1810,729649;3,0072;56,7513;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1810,63342;2,5484;57,1683;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1810,537191;2,6723;56,4493;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1810,440962;2,9045;55,6151;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1810,344733;3,2155;54,781;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1810,248504;3,2591;54,3056;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1810,152275;3,2591;53,8884;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1810,056046;3,2591;53,4713;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1809,959817;3,3771;52,7156;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1809,863588;3,518;51,8814;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1809,767359;3,6482;51,0489;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1809,671129;3,6789;51,4877;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1809,5749;3,7225;52,3219;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1809,478671;3,9042;53,156;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1809,382442;3,9558;53,8409;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1809,286213;3,9601;54,386;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1809,189984;3,9828;54,595;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1809,093755;3,9904;54,5249;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1808,997526;3,9888;54,2863;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1808,901297;3,9763;53,8692;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1808,805068;3,9343;53,5816;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1808,708839;3,874;53,3929;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1808,61261;3,8119;53,3929;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1808,516381;3,7618;53,3929;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1808,420152;3,7215;53,413;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1808,323923;3,6979;53,83;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1808,227694;3,6909;54,2471;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1808,131464;3,6992;54,6642;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1808,035235;3,6992;54,2471;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1807,939006;3,7041;53,83;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1807,842777;3,7145;53,4093;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1807,746548;3,6443;49,923;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1807,650319;3,5389;48,327;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1807,55409;3,3919;49,4695;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1807,457861;3,3777;46,5628;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1807,361632;3,3828;43,2262;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1807,265661;3,3961;39,8895;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1807,1698;3,4765;38,695;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1807,07394;3,5692;38,207;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1806,978079;3,664;38,4156;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1806,882219;3,8536;39,9729;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1806,786358;4,0055;42,2043;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1806,690498;4,0055;45,3324;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1806,594637;4,0787;48,619;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1806,498777;4,1606;51,3651;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1806,402916;4,1966;52,197;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1806,307056;4,2104;51,1032;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1806,211195;4,2135;49,8144;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1806,115335;4,2091;51,0656;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1806,019474;4,2076;52,3169;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1805,923614;4,1922;53,6269;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1805,827753;4,0827;55,2948;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1805,731893;4,0218;55,9355;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1805,636032;3,9885;55,9355;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1805,540171;3,9299;55,9355;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1805,444311;3,8683;55,4612;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1805,34845;3,7994;54,6091;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1805,25259;3,6237;53,3579;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1805,156729;3,4559;51,6729;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1805,060869;3,2955;49,5875;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1804,965008;3,1532;47,0874;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1804,869148;3,0781;45,1748;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1804,773287;3,0781;43,9236;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1804,677427;2,9404;42,6723;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1804,581566;2,8567;42,1284;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1804,485706;2,8567;42,5446;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1804,389845;2,8565;42,2119;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1804,293985;2,8732;41,9516;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1804,198124;2,9177;41,9516;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1804,102264;2,9243;41,9516;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1804,006403;2,9666;41,9516;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1803,910543;3,0955;41,9516;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1803,814682;3,1207;42,2869;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1803,718822;3,2229;42,704;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1803,622961;3,5879;43,1211;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1803,527101;3,6769;47,481;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1803,43124;3,6769;53,0134;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1803,335379;3,6769;58,2269;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1803,239519;3,8878;60,7828;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1803,143658;4,1309;61,5519;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1803,047798;4,1309;59,2591;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1802,951937;4,1694;57,9274;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1802,856077;4,2555;57,0933;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1802,760216;4,5174;56,2591;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1802,664356;4,619;54,9144;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1802,568495;4,627;53,2461;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1802,472635;4,718;51,5778;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1802,376774;4,7577;49,9095;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1802,280914;4,7626;48,3413;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1802,185053;4,8839;49,1754;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1802,089193;4,9427;50,0096;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1801,993332;4,9427;50,8437;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-1801,897472;5,0648;51,6779;-9999;;;;-9999;-9999;-9999;-9999;;;;;;;;;;;;;;;;;;
